emp_no,first_name,last_name,to_date
226792,Siamak,Shackel,9999-01-01
226796,Aksel,Baar,9999-01-01
226801,Xuejia,Roohalamini,9999-01-01
226808,Giordano,Marchegay,9999-01-01
226813,Kristina,Pelz,1999-02-21
226814,Zhenbing,Pollock,9999-01-01
226829,Godehard,Gihr,9999-01-01
226830,Saeed,Redmiles,1994-10-21
226832,Stein,Pashtan,1993-08-20
226846,Ortrud,Carrere,9999-01-01
226853,Wuxu,Bail,9999-01-01
226878,Abdulah,Furedi,9999-01-01
226884,Adam,Fortenbacher,9999-01-01
226886,Divine,Bojadziev,9999-01-01
226896,Yurij,Akaboshi,9999-01-01
226899,Shigehito,Syrotiuk,9999-01-01
226905,Koldo,Barreiro,9999-01-01
226910,Kristen,Rosay,9999-01-01
226919,Adamantios,Rehfuss,9999-01-01
226932,Gen,Bridgland,9999-01-01
226942,Satoru,Rattan,9999-01-01
226954,Shushma,Pietrzykowski,2001-10-22
226954,Shushma,Pietrzykowski,9999-01-01
226979,Paddy,Baezner,2000-01-15
226985,Youngkon,Bouloucos,1998-07-10
226987,Arif,Delgrossi,9999-01-01
226991,Maha,Schreiter,9999-01-01
226993,Thanasis,Peot,9999-01-01
226996,Keiichiro,Polupanov,1987-07-19
226997,Rosine,Renear,1999-07-11
227005,Xiaoqiu,Nitsche,1999-08-06
227015,Rance,Trogemann,9999-01-01
227042,Gay,Templeman,9999-01-01
227043,Radhika,Benzmuller,1992-08-21
227048,Arco,Cincotta,9999-01-01
227059,Supot,Benzmuller,9999-01-01
227069,Shigeichiro,Marshall,9999-01-01
227096,Branimir,Hennebert,1998-09-11
227104,Phule,Penttonen,1991-06-07
227116,Steve,Teitelbaum,9999-01-01
227120,Thanasis,Puoti,1992-10-07
227120,Thanasis,Puoti,1993-06-26
227125,Kiyokazu,Luby,1992-06-28
227134,Mohamadou,Nollmann,9999-01-01
227144,Anneli,Beeson,9999-01-01
227157,Perla,Swab,9999-01-01
227159,Diederik,Roison,1991-06-01
227159,Diederik,Roison,1992-07-06
227178,Juichirou,Gerteisen,1998-11-18
227185,Lillian,Syang,9999-01-01
227205,Leon,Demizu,1998-09-07
227205,Leon,Demizu,9999-01-01
227212,Premsyl,Hartvigsen,9999-01-01
227235,Boutros,Zykh,9999-01-01
227239,Krisda,Showalter,9999-01-01
227249,Hideyuki,Erni,9999-01-01
227250,Sadegh,Kusakabe,9999-01-01
227271,Yechiam,Osgood,9999-01-01
227276,Nobuyoshi,Zultner,9999-01-01
227277,Pragnesh,Buescher,9999-01-01
227283,Uriel,Massonet,1996-06-02
227296,Oscal,Christ,9999-01-01
227297,Elliott,Ossenbruggen,1997-06-04
227299,Kellyn,Millington,9999-01-01
227303,Rosalie,Mondadori,9999-01-01
227303,Rosalie,Mondadori,2000-10-02
227318,Claude,Benantar,9999-01-01
227319,Constantino,Kohling,1997-07-21
227324,Arve,Cooley,9999-01-01
227333,Urs,Swist,1996-02-07
227333,Urs,Swist,9999-01-01
227358,Rafols,Muhling,9999-01-01
227361,Kazuhito,Servieres,9999-01-01
227388,Arif,Krychniak,9999-01-01
227394,Vishu,Georgakopoulos,9999-01-01
227399,Gregory,Champarnaud,9999-01-01
227409,Jianhao,Ullian,9999-01-01
227409,Jianhao,Ullian,1990-08-27
227416,Ferdinand,Hebert,9999-01-01
227423,Arunas,Baby,9999-01-01
227425,Magy,Jording,1999-03-08
227440,Zine,Angot,1996-07-01
227440,Zine,Angot,1997-04-02
227445,Maris,Reinhard,1999-05-30
227447,Uma,Speel,1996-09-20
227448,Steve,Puppo,9999-01-01
227456,Mark,Bach,9999-01-01
227457,Zeydy,Silva,9999-01-01
227459,Younwoo,Schmiedel,1991-04-28
227459,Younwoo,Schmiedel,9999-01-01
227463,Zorica,Tsunoo,9999-01-01
227465,Bartek,Ducloy,9999-01-01
227471,Djenana,Cannane,9999-01-01
227473,Feixiong,Olivero,9999-01-01
227475,Kendra,Danner,9999-01-01
227478,Collette,Crouzet,9999-01-01
227478,Collette,Crouzet,1989-12-07
227487,Bodo,Nishimukai,9999-01-01
227488,Takahito,Jarecki,9999-01-01
227501,Angus,Biron,9999-01-01
227517,Aria,Rathonyi,2001-12-10
227517,Aria,Rathonyi,9999-01-01
227518,Masoud,Dichev,9999-01-01
227530,Gilbert,Krichel,9999-01-01
227531,Pranay,Varker,9999-01-01
227553,Trygve,Schwartzbauer,9999-01-01
227554,Akemi,Borstler,9999-01-01
227563,Peternela,Yamaashi,9999-01-01
227578,Randy,Alpay,9999-01-01
227586,Neelam,Munawer,9999-01-01
227591,Byong,Genin,9999-01-01
227592,Mingsen,Karnin,9999-01-01
227593,Hugo,Leuchs,9999-01-01
227595,Gaetan,Kragelund,9999-01-01
227596,Serge,Kornyak,1988-10-10
227602,Yunming,Zyda,1992-01-12
227603,Poorav,Borovoy,1994-01-28
227608,Christ,Stentiford,9999-01-01
227620,Hongzhu,Bratten,1992-12-27
227650,Takanari,Juneja,9999-01-01
227657,Marjo,Krzyzanowski,1993-05-25
227662,Gou,Preusig,9999-01-01
227676,Sakthirel,Ruemmler,9999-01-01
227684,Denis,Kusakabe,9999-01-01
227689,Dannz,Seuren,1988-09-03
227689,Dannz,Seuren,9999-01-01
227690,Jagoda,Kalafatis,1996-12-27
227694,Paloma,Chandrasekhar,9999-01-01
227695,Saeed,DasSarma,9999-01-01
227696,Moty,Portugali,9999-01-01
227698,Genevieve,Majewski,9999-01-01
227698,Genevieve,Majewski,1995-01-24
227701,Frederique,Brizzi,9999-01-01
227704,Baruch,Karner,1991-10-29
227710,Stamatina,Douceur,9999-01-01
227713,Hilary,Ullian,1995-11-20
227714,Luigi,Peternell,9999-01-01
227724,Hironoby,Murtha,1996-01-08
227726,Alejandro,Trystram,9999-01-01
227726,Alejandro,Trystram,1992-05-19
227741,Behnaam,Kobuchi,9999-01-01
227752,Xinglin,Birch,9999-01-01
227772,Waiman,Michaels,9999-01-01
227777,Ingmar,Ibel,9999-01-01
227781,Aleksander,Ramras,9999-01-01
227783,Xiping,Constantine,9999-01-01
227792,Woody,Ponthieu,9999-01-01
227801,Valery,Brobst,9999-01-01
227808,Xiaoheng,Babb,9999-01-01
227819,Luerbio,Lichtner,9999-01-01
227834,Urs,Cardazo,9999-01-01
227850,Visit,Andreotta,9999-01-01
227854,Zvonko,Ibel,9999-01-01
227864,Tuval,Soicher,9999-01-01
227868,Ute,Hardjono,9999-01-01
227877,Leszek,Tsukune,9999-01-01
227880,Muneo,Comyn,1998-07-17
227885,Tesuya,Cheshire,9999-01-01
227889,Dipayan,Monarch,9999-01-01
227892,George,Stille,9999-01-01
227894,Lijia,Kulisch,9999-01-01
227907,Bogdan,Camurati,9999-01-01
227908,Shih,Denti,9999-01-01
227910,Saniya,Alencar,9999-01-01
227913,Ingemar,Scallan,2000-07-06
227913,Ingemar,Scallan,9999-01-01
227925,Ulises,Sgarro,9999-01-01
227938,Uzi,Schaaf,9999-01-01
227943,Sushant,Przulj,9999-01-01
227958,Shichao,Hennebert,9999-01-01
227969,Falguni,Mandell,9999-01-01
227973,Tomofumi,Tyugu,9999-01-01
227986,Shuichi,Bernardeschi,1988-04-24
227996,Sukumar,Couchot,1988-04-19
227996,Sukumar,Couchot,1989-08-07
228008,Guozhong,Melski,9999-01-01
228012,Turgut,Gelosh,1997-10-01
228018,Minghong,Beerel,9999-01-01
228023,Hidefumi,Denna,9999-01-01
228025,Yuguang,Papastamatiou,9999-01-01
228051,Yuguang,Viele,9999-01-01
228051,Yuguang,Viele,1995-11-12
228065,Mariusz,McFarlan,9999-01-01
228071,Taegyun,Laurillard,9999-01-01
228071,Taegyun,Laurillard,1990-02-04
228095,DAIDA,Suppi,9999-01-01
228115,Subhada,Wroclawski,2002-06-18
228122,Sugwoo,Kaltofen,9999-01-01
228130,Eben,Woycyznski,9999-01-01
228142,Vojin,Talmor,9999-01-01
228146,Navin,Rande,9999-01-01
228152,Sailaja,Lung,1992-09-24
228152,Sailaja,Lung,9999-01-01
228163,Ortrud,Kossowski,9999-01-01
228200,Chinhyun,Teitelbaum,9999-01-01
228223,Pranav,Hatcliff,9999-01-01
228227,Werner,Wendorf,1995-11-11
228227,Werner,Wendorf,9999-01-01
228233,Francesca,Serov,9999-01-01
228237,Chanjung,Vakili,9999-01-01
228246,Bartek,Aloisi,9999-01-01
228246,Bartek,Aloisi,1993-09-16
228258,Suzette,Giaccio,9999-01-01
228269,Aluzio,Varman,9999-01-01
228278,Sungwon,Douceur,9999-01-01
228284,Along,Ressouche,1996-06-08
228284,Along,Ressouche,9999-01-01
228285,Weiwu,Pollock,9999-01-01
228290,Rasikan,Rousseau,1998-08-21
228307,Munir,Belinskaya,9999-01-01
228320,Wonhee,Murrill,9999-01-01
228331,Wilmer,Poehlman,9999-01-01
228337,Yechezkel,Jeansoulin,9999-01-01
228357,Sarita,Brookner,9999-01-01
228358,Goetz,Molenaar,9999-01-01
228367,Ohad,Strehl,1997-11-25
228368,Mario,Remmers,9999-01-01
228374,Shahaf,McClurg,9999-01-01
228405,Hyuncheol,Szmurlo,1990-08-12
228411,Khaled,Hofstetter,9999-01-01
228411,Khaled,Hofstetter,2001-02-16
228426,Nimmagadda,Cappelletti,1989-10-07
228427,Fumitaka,Rothenberg,9999-01-01
228429,Atreye,Emmerich,9999-01-01
228436,Vugranam,Baja,9999-01-01
228449,Pascal,Kushnir,9999-01-01
228456,Zengping,Deville,9999-01-01
228472,Chirstian,Magalhaes,9999-01-01
228478,Xiaocheng,Kulisch,1991-12-05
228480,Marc,Gornas,9999-01-01
228500,Martial,Fontet,9999-01-01
228507,Zine,VanScheik,9999-01-01
228517,Huei,Leaver,9999-01-01
228519,Lihong,Porotnikoff,9999-01-01
228524,Erzsebet,Androutsos,9999-01-01
228542,Mack,Quadeer,9999-01-01
228544,Halsur,Legleitner,9999-01-01
228546,Matk,Chiodo,9999-01-01
228548,Khosrow,Mundy,1990-09-15
228548,Khosrow,Mundy,1991-01-07
228557,Sanjay,Griswold,9999-01-01
228563,Paloma,Baer,9999-01-01
228564,Mohammad,Yoshimura,9999-01-01
228564,Mohammad,Yoshimura,1988-03-25
228576,Owen,Motley,9999-01-01
228578,JoAnne,Talmon,9999-01-01
228587,Katsuo,Basagni,9999-01-01
228591,Tristan,Petereit,2000-04-28
228591,Tristan,Petereit,9999-01-01
228610,Tomokazu,Llado,1994-06-23
228610,Tomokazu,Llado,9999-01-01
228620,Abdelghani,Shackel,1997-08-19
228623,Arnould,Showalter,1988-06-22
228636,Paloma,Munck,9999-01-01
228654,Sudharsan,Chachaty,9999-01-01
228655,Jiong,Blokdijk,9999-01-01
228660,Charmane,Zaiane,9999-01-01
228666,Franziska,Conde,9999-01-01
228669,Morris,Peyn,2002-07-24
228672,Goetz,Pulkowski,9999-01-01
228683,Girolamo,Coombs,9999-01-01
228685,Peer,Zolotykh,9999-01-01
228690,Constantine,DuBourdieux,1999-05-01
228691,Ortrud,Paciorek,9999-01-01
228693,Hideo,Kakkad,9999-01-01
228711,Udo,Velardi,1999-03-20
228716,Sukumar,Rajcani,9999-01-01
228725,Edwin,Navazio,9999-01-01
228755,Kazuhira,Angot,9999-01-01
228757,Kazuhiko,Lanteri,9999-01-01
228758,Aksel,Thummel,1994-05-09
228758,Aksel,Thummel,9999-01-01
228774,Xinan,Klyachko,9999-01-01
228778,Yoshinari,Rettelbach,9999-01-01
228790,Djenana,Felder,9999-01-01
228791,Fumitaka,Uchoa,1995-02-16
228810,Lein,Picel,2001-02-04
228823,Mayuko,Gimbel,9999-01-01
228829,Guiseppe,Lagarias,9999-01-01
228853,Mayumi,Basawa,9999-01-01
228853,Mayumi,Basawa,2000-04-18
228857,Christoper,Marzano,1986-01-11
228858,Barton,Emmerich,9999-01-01
228861,KayLiang,Siksek,1996-07-02
228861,KayLiang,Siksek,9999-01-01
228881,Jeong,Gaughan,1991-07-27
228881,Jeong,Gaughan,2000-06-25
228889,Mircea,Frolund,9999-01-01
228895,Ugo,Fontan,9999-01-01
228902,Toong,Piazza,1991-03-21
228928,Yahiko,Panwar,9999-01-01
228929,Pascal,Borovoy,9999-01-01
228935,Zsolt,Biros,1998-09-26
228944,Tzu,Hmelo,9999-01-01
228960,Eberhardt,Halevi,9999-01-01
228961,Xiaoshan,Poupard,9999-01-01
228972,Amalendu,Heiserman,9999-01-01
228973,Cheong,Nations,9999-01-01
228982,Alagu,Ramsak,9999-01-01
228990,Arup,Reeken,9999-01-01
228993,Kristine,Marrevee,9999-01-01
228999,Fen,Birsak,9999-01-01
229009,Nathalie,Toyoshima,1996-09-29
229009,Nathalie,Toyoshima,1996-12-11
229018,Jeanna,Jullig,1996-11-17
229024,Holgard,Rajaraman,9999-01-01
229028,Rasiah,Whittlesey,2000-05-14
229028,Rasiah,Whittlesey,9999-01-01
229046,Fabrizio,Denti,9999-01-01
229049,Alois,Denis,9999-01-01
229058,Barry,Zykh,9999-01-01
229061,Chinhyun,Lorho,9999-01-01
229069,Lucian,Crelier,9999-01-01
229070,Takushi,Cairo,9999-01-01
229088,Kasidit,Servieres,9999-01-01
229092,Fumiya,Morrin,2002-01-06
229092,Fumiya,Morrin,9999-01-01
229097,Kellyn,Merel,1995-05-04
229111,Satoru,Schiper,2002-01-24
229111,Satoru,Schiper,9999-01-01
229118,Yucel,Ranft,1995-12-10
229122,Masasuke,Lichtner,9999-01-01
229124,Phule,Gien,1995-09-02
229126,Leszek,Kolvik,9999-01-01
229137,Susanta,Prenel,9999-01-01
229137,Susanta,Prenel,1996-08-11
229147,Eberhardt,Birke,9999-01-01
229155,Gino,Glowinski,9999-01-01
229155,Gino,Glowinski,2000-10-03
229163,Susuma,Wroclawski,1994-10-04
229163,Susuma,Wroclawski,9999-01-01
229164,Lena,Papastamatiou,9999-01-01
229182,Georg,Bail,9999-01-01
229196,Shin,Gewali,9999-01-01
229208,Patricio,Christianini,9999-01-01
229214,Raimond,Radivojevic,2000-11-03
229216,Becky,Muniz,9999-01-01
229225,Clyde,McClure,9999-01-01
229231,Oscar,Toyoshima,9999-01-01
229240,Sachar,Kugler,9999-01-01
229249,Debatosh,Sgarro,1997-01-24
229249,Debatosh,Sgarro,9999-01-01
229255,George,Nannarelli,9999-01-01
229259,Georgi,Narahari,9999-01-01
229259,Georgi,Narahari,1986-05-04
229266,Cathie,Munck,9999-01-01
229269,Jianhao,Portugali,1996-10-31
229269,Jianhao,Portugali,2000-08-13
229271,Kiyokazu,Schapiro,9999-01-01
229281,Hitomi,Solovay,9999-01-01
229284,Kensei,Kohling,1996-04-13
229292,Leah,Baby,1997-04-30
229307,Padma,Peroz,9999-01-01
229317,Fumiya,Wegerle,9999-01-01
229335,Hilary,Chinin,9999-01-01
229340,Gor,Gadepally,9999-01-01
229347,Sedat,Hiltgen,9999-01-01
229367,Oscar,Katzenelson,1988-01-09
229367,Oscar,Katzenelson,9999-01-01
229368,Chuanti,Marrevee,9999-01-01
229370,Mabry,Schwabacher,2000-03-24
229377,Herb,Slutz,9999-01-01
229385,Kwangjo,Guardalben,9999-01-01
229388,Georgi,Silva,2001-08-10
229392,Sangeeta,Sundgren,1996-04-17
229397,Kazuhiko,Serre,1990-02-26
229415,Abdelghani,Ibel,9999-01-01
229418,Uri,Sanella,9999-01-01
229423,Stafford,Murtafg,9999-01-01
229423,Stafford,Murtafg,2001-04-27
229435,Arnd,Kading,9999-01-01
229443,Mohammad,Hedayat,1999-03-14
229443,Mohammad,Hedayat,9999-01-01
229444,Zeljko,Rijsenbrij,9999-01-01
229446,Kazuhiko,Gadepally,9999-01-01
229449,Poornachandra,Valtorta,9999-01-01
229450,Debatosh,Tramer,9999-01-01
229461,Berto,Raczkowsky,2000-11-06
229461,Berto,Raczkowsky,9999-01-01
229466,Monique,Schaft,9999-01-01
229469,Rosalie,Terkki,9999-01-01
229470,Teunis,Bala,1995-03-02
229470,Teunis,Bala,9999-01-01
229477,Barry,Kusakari,9999-01-01
229480,Franziska,Passafiume,9999-01-01
229480,Franziska,Passafiume,2001-08-03
229481,Shimshon,Conti,9999-01-01
229487,Siamak,Keirsey,9999-01-01
229488,Xinglin,Pintelas,2000-12-09
229498,Jagoda,Molberg,1987-04-05
229498,Jagoda,Molberg,1987-07-19
229513,Trygve,Lienhardt,9999-01-01
229516,Susanta,Gischer,9999-01-01
229539,Torsten,Kawashima,9999-01-01
229541,Maya,Rosenbaum,9999-01-01
229544,Heon,Panangaden,1996-07-22
229544,Heon,Panangaden,1999-07-09
229546,Larisa,Krohm,1992-12-09
229549,Ekawit,DasSarma,9999-01-01
229552,Utpal,Shackel,9999-01-01
229567,Theron,Syrzycki,1994-07-24
229569,Kannan,Merel,9999-01-01
229571,Masanao,Pappas,9999-01-01
229578,Bernt,Ariola,9999-01-01
229579,Reinhard,Aumann,9999-01-01
229587,Leucio,Zucker,9999-01-01
229612,Chuanti,Vidal,9999-01-01
229612,Chuanti,Vidal,1994-04-07
229620,Arun,Shackell,9999-01-01
229627,Samphel,Uehara,9999-01-01
229639,Patricio,Renear,1992-06-09
229649,DAIDA,Montresor,9999-01-01
229649,DAIDA,Montresor,2001-06-18
229673,Saniya,Tomescu,1990-08-30
229674,Tran,Nergos,1991-03-21
229686,Leni,Piazza,9999-01-01
229701,Xinglin,Nollmann,9999-01-01
229715,JoAnna,Cappello,2000-07-16
229715,JoAnna,Cappello,1991-04-08
229717,Sivanarayana,Baig,9999-01-01
229740,Chrisa,Walston,9999-01-01
229742,Aran,Lundstrom,1988-12-28
229742,Aran,Lundstrom,9999-01-01
229745,Mohd,Ventosa,9999-01-01
229761,Amalendu,Garnham,9999-01-01
229761,Amalendu,Garnham,2000-10-07
229779,Mahmut,Kohling,9999-01-01
229784,Pranay,Sewelson,1988-06-23
229798,Patricio,Soicher,9999-01-01
229810,Katsuo,Attimonelli,9999-01-01
229815,Atreyi,Tsukune,9999-01-01
229819,Zhenbing,Delgrande,9999-01-01
229822,Vidya,Basagni,9999-01-01
229839,Bojan,Kermarrec,9999-01-01
229846,Ibibia,Melton,9999-01-01
229853,Mantis,Atchley,9999-01-01
229857,Constantino,Hoppenstand,2001-05-16
229857,Constantino,Hoppenstand,2002-01-05
229858,Giri,Dulin,9999-01-01
229860,Ingmar,Sewelson,9999-01-01
229867,Jasminko,Merkl,9999-01-01
229867,Jasminko,Merkl,1990-10-28
229878,Guangming,Asser,9999-01-01
229903,Hausi,Callaway,9999-01-01
229905,Moss,Trumbly,9999-01-01
229911,Ingmar,Jansen,9999-01-01
229922,Arvin,Condotta,9999-01-01
229926,Tomofumi,Sgarro,9999-01-01
229927,Berto,Valiente,9999-01-01
229933,Saniya,Itzfeldt,9999-01-01
229937,Huiqun,Butner,9999-01-01
229939,Leszek,Pusterhofer,1994-06-26
229943,Kristian,Kampfer,2001-06-27
229949,Alois,Matzov,9999-01-01
229969,Zine,Walstra,1994-03-06
229969,Zine,Walstra,9999-01-01
229970,Tse,Berendt,9999-01-01
229989,Qiwen,Braunschweig,9999-01-01
229997,Fai,Zwicker,9999-01-01
230006,Yifei,Whittlesey,1990-02-11
230008,Sajjan,Angelopoulos,1991-04-26
230008,Sajjan,Angelopoulos,9999-01-01
230012,Falguni,Rusmann,2001-10-08
230017,Shuho,Zumaque,1995-07-29
230022,Xuedong,Skogmar,9999-01-01
230028,Zsolt,Vernadat,1999-01-10
230028,Zsolt,Vernadat,9999-01-01
230029,Wanqing,Kalorkoti,9999-01-01
230040,Sergi,Cannane,2000-04-21
230046,Nobuyoshi,Hoppenstand,1994-02-06
230046,Nobuyoshi,Hoppenstand,9999-01-01
230047,Yucai,Jullig,9999-01-01
230054,Xiaoshan,Waschkowski,1989-11-04
230074,Zito,Templeman,9999-01-01
230077,Georg,Setia,1989-11-08
230084,Ishfaq,Qiwen,9999-01-01
230091,Waiman,Birjandi,9999-01-01
230097,Weicheng,Kaminger,2001-01-12
230102,Toong,Lamba,1992-10-25
230116,Kristine,Wilfing,9999-01-01
230118,Toshimori,Standera,2002-05-10
230121,Zhonghui,Kornatzky,9999-01-01
230130,Kien,Quaggetto,9999-01-01
230136,Lorien,Iisaka,2000-07-03
230156,Bernt,Beeson,1995-04-05
230162,Itzchak,Ramsay,1993-11-19
230162,Itzchak,Ramsay,1989-12-14
230171,Barton,Gerteisen,1999-03-13
230180,Adhemar,Kamble,9999-01-01
230182,Urs,Ruemmler,9999-01-01
230187,Uma,Figueira,1994-11-19
230188,Snehasis,Krychniak,9999-01-01
230192,Oddvar,Mandelberg,1990-10-31
230192,Oddvar,Mandelberg,9999-01-01
230202,Serge,Gerteisen,9999-01-01
230210,Mayumi,Lamma,9999-01-01
230213,Yishai,Furedi,9999-01-01
230219,Heather,Malinowski,9999-01-01
230227,IEEE,Hegner,1997-06-20
230230,Ipke,Halevi,9999-01-01
230245,Thodoros,Bain,9999-01-01
230246,Herbert,Hasham,9999-01-01
230252,Soenke,Serra,9999-01-01
230255,Ennio,Lorcy,9999-01-01
230280,Karlis,Feinberg,9999-01-01
230288,Atreyi,Erdmenger,1992-03-19
230290,Deborah,Hopewell,9999-01-01
230296,Uzi,Makinen,9999-01-01
230297,Odinaldo,Baaz,1998-07-06
230314,Sanjay,Danlos,2001-10-08
230320,Tomofumi,Chimia,1991-04-14
230320,Tomofumi,Chimia,1992-03-30
230321,Gunilla,Alencar,9999-01-01
230325,Gio,Kinley,9999-01-01
230326,Soenke,Michaeli,2002-05-24
230331,Nidapan,Beutelspacher,1988-02-17
230331,Nidapan,Beutelspacher,9999-01-01
230346,Guiseppe,Trumbly,9999-01-01
230348,Yongmao,Awdeh,9999-01-01
230352,Radhika,Hainaut,2000-12-24
230353,Siamak,Maierhofer,9999-01-01
230355,Debaprosad,Lamma,9999-01-01
230357,Mitchel,Marciano,9999-01-01
230359,Goa,Suwa,2002-04-12
230359,Goa,Suwa,1998-05-22
230367,Susuma,Lubachevsky,1999-12-13
230367,Susuma,Lubachevsky,9999-01-01
230378,Brigham,Babu,9999-01-01
230378,Brigham,Babu,1991-07-27
230385,Kirk,Lorys,9999-01-01
230391,Kerryn,Ozeri,2001-04-01
230412,Subhrajyoti,Mikschl,9999-01-01
230415,Stein,Fortenbacher,2001-05-24
230419,Mona,Comte,9999-01-01
230426,Make,Riesenhuber,9999-01-01
230444,Edwin,Ghalwash,9999-01-01
230453,Limsoon,Macedo,9999-01-01
230465,Sajjan,Coullard,9999-01-01
230468,Takahito,Zweizig,9999-01-01
230472,Val,Kropf,2001-05-11
230480,Udo,Bernini,9999-01-01
230481,Khaled,Rathonyi,9999-01-01
230496,Tomokazu,Gips,9999-01-01
230541,Shaunak,Riexinger,9999-01-01
230545,Bokyung,Baba,9999-01-01
230548,Jinxi,Menyhert,1988-07-26
230550,Jessie,Vitiello,1997-02-05
230553,Oldrich,Mapelli,9999-01-01
230572,Sudhanshu,Gulak,1992-08-19
230572,Sudhanshu,Gulak,1999-08-22
230583,Aruna,Velasco,9999-01-01
230594,Basim,Cyne,9999-01-01
230599,Eric,Danley,2002-04-24
230602,Arnould,Wursthorn,9999-01-01
230605,Thanasis,Dratva,1993-11-10
230610,Stepehn,Veevers,9999-01-01
230616,Paloma,Pluym,9999-01-01
230621,Ulises,Erol,1999-03-28
230621,Ulises,Erol,9999-01-01
230622,Unal,Quittner,9999-01-01
230636,Tsz,Pusterhofer,9999-01-01
230647,Kamakshi,Senzako,9999-01-01
230673,Sadegh,Panwar,9999-01-01
230681,Jinya,Hiraishi,9999-01-01
230687,Mayumi,Pouyioutas,2001-08-31
230690,Khoa,Papastamatiou,9999-01-01
230691,Mantis,Angelopoulos,9999-01-01
230701,Kristen,Salverda,9999-01-01
230707,Tesuro,Verhoeff,9999-01-01
230716,Xinglin,Panangaden,9999-01-01
230723,Shimshon,Portugali,9999-01-01
230732,Zvonko,Casley,1988-01-02
230733,Sungwon,Emmart,1991-01-25
230737,Hsiangchu,Hagimont,1987-06-15
230737,Hsiangchu,Hagimont,9999-01-01
230744,Shushma,Middleton,1999-04-30
230747,Piyush,Haumacher,1998-09-18
230747,Piyush,Haumacher,9999-01-01
230750,Magy,Vigier,9999-01-01
230753,Geraldo,Suri,9999-01-01
230768,Kerryn,Luit,1993-08-20
230771,Bezalel,Colorni,9999-01-01
230774,Tetsushi,Erni,9999-01-01
230801,Giao,Engberts,9999-01-01
230808,Roded,Piveteau,9999-01-01
230813,Tesuya,Shumilov,9999-01-01
230822,Saeko,Rebaine,9999-01-01
230825,Atilio,Stentiford,9999-01-01
230846,Parto,Perelgut,9999-01-01
230848,Michaela,Oxenboll,9999-01-01
230859,Jaques,Cichocki,9999-01-01
230862,Kazuyasu,Rouquie,9999-01-01
230868,Zengping,Poulakidas,9999-01-01
230871,Rildo,Rabejac,9999-01-01
230875,Keiichiro,Kushner,9999-01-01
230882,Geoffrey,Pezzoli,9999-01-01
230883,Pradeep,Kawashima,1995-09-17
230883,Pradeep,Kawashima,9999-01-01
230885,Gila,Zhiwei,9999-01-01
230889,Manu,Marquardt,1999-10-10
230895,Godehard,Parhami,9999-01-01
230898,Charlene,Vitiello,9999-01-01
230906,Qunsheng,Marchegay,9999-01-01
230912,Zsolt,Pagter,1991-12-05
230916,Lena,Bale,9999-01-01
230928,Tesuya,Schlumberger,9999-01-01
230931,Petter,Hoppenstand,2001-08-10
230931,Petter,Hoppenstand,9999-01-01
230935,Heon,Scallan,9999-01-01
230937,Indrajit,Kermarrec,9999-01-01
230939,Peternela,Matzen,9999-01-01
230946,Tamiya,Taubenfeld,9999-01-01
230948,Emdad,Peac,9999-01-01
230956,Moheb,Ranft,9999-01-01
230958,Krisda,Bade,9999-01-01
230966,Tadahiro,Melski,9999-01-01
230970,Alper,Lammel,9999-01-01
230975,DeForest,Keohane,9999-01-01
230976,Chuanyi,Serot,9999-01-01
230984,Odinaldo,Itzigehl,9999-01-01
230985,Hatsukazu,Taubman,9999-01-01
231003,Hidde,Stamatiou,1988-05-31
231005,Muzhong,Murthy,9999-01-01
231006,Gill,Delgrossi,9999-01-01
231016,Hitofumi,Valette,9999-01-01
231023,Toshimo,Madeira,9999-01-01
231027,Kazuhiko,Denny,1988-11-16
231027,Kazuhiko,Denny,9999-01-01
231034,Xiaobin,Coors,9999-01-01
231036,Hyuncheol,Soloway,1998-01-21
231036,Hyuncheol,Soloway,9999-01-01
231044,Stevo,Merey,9999-01-01
231056,Margo,McAlpine,9999-01-01
231057,Ziyad,Bhattacharjee,1992-11-13
231057,Ziyad,Bhattacharjee,9999-01-01
231062,Kwee,Godskesen,9999-01-01
231073,Yechiam,Rattan,9999-01-01
231075,Luise,Basart,1996-01-11
231083,Gritta,Angelopoulos,9999-01-01
231096,Debaprosad,Tyugu,1989-04-24
231096,Debaprosad,Tyugu,9999-01-01
231109,Adamantios,Vickson,1997-07-25
231110,Kiyomitsu,Sidou,9999-01-01
231111,Shirish,Rosiles,9999-01-01
231116,Kristof,Danecki,9999-01-01
231122,Jeane,Baik,9999-01-01
231132,Arunas,Hofstetter,9999-01-01
231144,Pradeep,Simmen,9999-01-01
231144,Pradeep,Simmen,1995-10-16
231151,Jessie,Varman,9999-01-01
231163,Emran,Dechter,9999-01-01
231178,Gennady,Highland,9999-01-01
231192,Zorica,Siepmann,9999-01-01
231193,Freyja,Isaac,9999-01-01
231194,Tonny,Burnard,9999-01-01
231201,Chirstian,Dratva,2000-05-26
231202,Nobuyoshi,Fioravanti,9999-01-01
231207,Peternela,Lakshmanan,9999-01-01
231236,Guadalupe,Iisaka,9999-01-01
231238,Sarita,Tsukuda,9999-01-01
231243,Abdelghani,Birta,9999-01-01
231261,Rosalie,Koyama,1995-07-05
231270,Gritta,Rassart,9999-01-01
231276,Jayesh,Butner,9999-01-01
231278,LiMin,Papadias,1999-08-03
231279,Giap,Muntz,2001-05-26
